id_wikidata	article	subject	previous_title	school	theme	argument	year	exhisting	avg_pv	avg_pv_prev	visits_1520	size	notes	images	references	incipit_size	incipit_on_size	issues	issue_source-needed	issue_clarify	discussion_size	first_edit	days
Q47232	Allargamento dell'Unione europea	Storia		Superiori	XX-XXI secolo	Gli allargamenti della CEE/UE	???	1	205	208	369150	46057	80	13	0	1269	2.76	0	0	0	13570	???	#VALUE!
Q2838189	Alleanza italo-prussiana	Storia		Superiori	XVIII-XIX secolo	Alleanza con la Prussia	???	1	14	13	25484	26448	36	7	5	1222	4.62	0	0	0	36	???	#VALUE!
Q2838118	Alleanza sardo-francese	Storia		Superiori	XVIII-XIX secolo	Alleanza con i francesi	???	1	11	10	19014	21783	21	5	6	835	3.83	0	0	0	13033	???	#VALUE!
Q129167	Anarchia militare	Storia		Superiori	Roma		???	1	69	69	124595	44330	56	11	44	6674	15.06	0	0	0	188	???	#VALUE!
Q13468437	Anni ruggenti	Storia		Superiori	XX-XXI secolo	Roaring Twenties	???	1	125	113	224151	9408	1	2	13	1433	15.23	0	0	0	392	???	#VALUE!
Q19828	Anno bisestile	Storia		Elementari	Prima elementare		0.1	1	648	468	1164857	7210	4	1	0	1113	15.44	0	0	0	7214	2003-07-15	6166
Q177819	Antico Regno (Egitto)	Storia		Superiori	Antichità	Antico regno	???	1	17	43	31087	5592	6	0	4	437	7.81	0	0	0	170	???	#VALUE!
Q210189	Antifascismo	Storia		Superiori	XX-XXI secolo	Antifascismo	???	1	91	106	163234	33443	13	5	52	561	1.68	0	0	0	85661	???	#VALUE!
Q191624	Antropocentrismo	Storia		Superiori	Basso medioevo	Antropocentrismo	???	1	66	58	118252	7801	0	0	10	627	8.04	1	0	0	438	???	#VALUE!
Q11464	Aratro	Storia		Superiori	Basso medioevo	Aratro pesante	???	1	119	118	213392	18564	4	4	7	867	4.67	0	0	0	224	???	#VALUE!
Q26702	Armand-Jean du Plessis de Richelieu	Storia		Superiori	XVI-XVII secolo	Cardinale Richelieu	???	1	182	174	326664	37702	19	26	11	1797	4.77	0	0	0	4805	???	#VALUE!
Q305176	Armistizio di Villafranca	Storia		Superiori	XVIII-XIX secolo	Armistizio di Villafranca	???	1	75	79	134154	32143	33	11	6	1437	4.47	0	0	0	29079	???	#VALUE!
Q3624106	Arte barocca	Storia		Superiori	XVI-XVII secolo		???	1	197	156	353896	37463	2	30	7	370	0.99	0	0	0	36	???	#VALUE!
Q3624124	Arte della Controriforma	Storia		Superiori	XVI-XVII secolo		???	1	39	33	69968	9156	0	3	3	418	4.57	0	0	0	36	???	#VALUE!
Q3624153	Arte medievale	Storia		Superiori	Basso medioevo	Arte nel medioevo	???	1	63	57	112741	16239	9	5	8	404	2.49	0	0	0	741	???	#VALUE!
Q160077	Assedio di Costantinopoli (1453)	Storia		Superiori	Basso medioevo	La caduta di Costantinopoli	???	1	193	181	347000	31459	17	13	19	2525	8.03	0	2	0	5504	???	#VALUE!
Q456993	Assedio di Gerusalemme (1099)	Storia		Superiori	Basso medioevo	Assedio di Gerusalemme	???	1	40	41	71923	26568	10	12	9	372	1.40	0	0	0	457	???	#VALUE!
Q114717	Assedio di Pavia (773-774)	Storia		Superiori	Alto medioevo	Saccheggio di Pavia	???	1	3	6	4538	9174	8	1	4	912	9.94	1	0	0	1408	???	#VALUE!
Q41137	Assiria	Storia		Superiori	Antichità	Gli assiri	???	1	215	213	386813	41248	5	9	18	1261	3.06	0	0	0	4383	???	#VALUE!
Q3627284	Associazione di tipo mafioso	Storia		Superiori	XX-XXI secolo	Legge La Torre	???	1	88	92	158720	5830	0	0	0	436	7.48	0	0	0	1237	???	#VALUE!
Q183725	Associazione internazionale dei lavoratori	Storia		Superiori	XVIII-XIX secolo	Prima internazionale	???	1	92	103	165739	16190	3	3	13	1037	6.41	0	0	0	1669	???	#VALUE!
Q844930	Atene (città antica)	Storia		Superiori	Grecia e Italia preromana	Atene	???	1	168	182	301808	28209	7	2	5	997	3.53	1	0	0	1710	???	#VALUE!
Q52418	Attacco di Pearl Harbor	Storia		Superiori	XX-XXI secolo	Pearl Harbor	???	1	889	742	1598279	122781	152	28	17	4390	3.58	0	0	0	36473	2005-11-12	5315
Q10806	Attentati dell'11 settembre 2001	Storia		Superiori	XX-XXI secolo	Attentati 11 settembre	???	1	1307	1492	2348403	238003	376	30	62	4271	1.79	0	0	0	46888	2005-05-13	5498
Q192050	Attentato di Sarajevo	Storia		Superiori	XX-XXI secolo	Assassinio di Franz Ferdinand	???	1	335	360	602643	81042	85	33	7	2199	2.71	0	0	0	1575	???	#VALUE!
Q622649	Atto unico europeo	Storia		Superiori	XX-XXI secolo	Atto Unico del 1987	???	1	59	64	106902	8810	3	0	2	551	6.25	0	0	0	1003	???	#VALUE!
Q1405	Augusto	Storia		Superiori	Roma	Ottaviano Augusto	???	1	1006	976	1807631	158082	160	47	44	4643	2.94	0	0	0	21458	2003-09-08	6111
Q103237	Australopithecus	Storia		Elementari	Terza elementare	Le prime scimmie antropomorfe	0.3	1	235	243	422276	18622	13	7	5	1462	7.85	0	0	0	15232	???	#VALUE!
Q2413988	Aviazione nella prima guerra mondiale	Storia		Superiori	XX-XXI secolo		???	1	72	60	130271	92448	73	24	46	1629	1.76	0	1	1	4633	???	#VALUE!
Q5684	Babilonia	Storia		Superiori	Antichità	Babilonia	???	1	446	419	800886	51107	73	10	21	2370	4.64	0	0	0	7784	2005-06-04	5476
Q154720	Battaglia d'Inghilterra	Storia		Superiori	XX-XXI secolo	Battaglia d'Inghilterra	???	1	215	205	385937	62499	37	17	17	3834	6.13	1	0	0	5227	???	#VALUE!
Q698178	Battaglia delle Alpi Occidentali	Storia		Superiori	XX-XXI secolo	Italia scende in guerra	???	1	60	77	108324	68547	95	8	16	2058	3.00	0	0	2	7560	???	#VALUE!
Q830626	Battaglia di Bouvines	Storia		Superiori	Basso medioevo	Battaglia di Bouvines	???	1	80	87	144063	12975	2	14	7	1846	14.23	1	2	0	1523	???	#VALUE!
Q242644	Battaglia di Caporetto	Storia		Superiori	XX-XXI secolo	la disfatta di Caporetto	???	1	779	656	1399155	107151	86	26	13	3123	2.91	0	0	0	46366	2005-06-28	5452
Q283364	Battaglia di Legnano	Storia		Superiori	Basso medioevo	Battaglia di Legnano	???	1	184	205	330809	95956	203	28	15	2367	2.47	0	0	0	93490	???	#VALUE!
Q165425	Battaglia di Lepanto	Storia		Superiori	XVI-XVII secolo	Battaglia di Lepanto	???	1	586	709	1052332	64010	53	27	24	3870	6.05	0	0	0	47630	2004-01-27	5970
Q48800454	Battaglia di Normandia	Storia		Superiori	XX-XXI secolo		???	1	84	135	150244	104512	114	31	17	4568	4.37	0	0	0	30081	???	#VALUE!
Q48314	Battaglia di Waterloo	Storia		Superiori	XVIII-XIX secolo		???	1	522	499	938649	151823	303	54	20	2899	1.91	0	0	0	24219	2005-05-30	5481
Q23559	Benito Mussolini	Storia		Superiori	XX-XXI secolo	Benito Mussolini	???	1	2608	2598	4686373	287350	305	90	64	5092	1.77	0	13	9	74650	2007-04-30	4781
Q45315	Berberi	Storia		Superiori	Basso medioevo	Berberi	???	1	284	301	510965	33688	11	13	12	1771	5.26	0	0	0	2285	???	#VALUE!
Q856544	Biblioteca di Assurbanipal	Storia		Superiori	Antichità	la Biblioteca di Ninive	???	1	32	36	57403	9210	11	5	2	1338	14.53	0	0	0	2383	???	#VALUE!
-	Biennio nero	Storia		Superiori	XX-XXI secolo	Biennio nero	???	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	#VALUE!
Q3639759	Biennio rosso in Europa	Storia		Superiori	XX-XXI secolo		???	1	32	36	57862	17676	17	1	27	730	4.13	0	0	0	1081	???	#VALUE!
Q391511	Biennio rosso in Italia	Storia		Superiori	XX-XXI secolo	Biennio rosso	???	1	251	261	450200	90314	171	8	32	2194	2.43	0	0	0	28691	???	#VALUE!
Q219447	Bill of Rights	Storia		Superiori	XVI-XVII secolo	Bill of Rights	???	1	144	164	259380	5494	3	1	4	278	5.06	0	0	0	3076	???	#VALUE!
Q1507074	Blocco occidentale	Storia		Superiori	XX-XXI secolo	Gli USA come superpotenza	???	1	28	27	49460	3309	1	3	0	337	10.18	0	0	0	36	???	#VALUE!
Q170541	Blocco orientale	Storia		Superiori	XX-XXI secolo	URSS come superpotenza	???	1	62	68	111546	6212	0	3	0	1108	17.84	1	0	0	1960	???	#VALUE!
Q52090	Borghesia	Storia		Superiori	Basso medioevo	Borghesia	???	1	217	216	390436	9576	11	0	0	623	6.51	0	0	0	3438	???	#VALUE!
Q19024	Boston Tea Party	Storia		Superiori	XVIII-XIX secolo	il Boston Tea Party	???	1	113	115	203688	15997	11	2	2	493	3.08	1	0	0	1629	???	#VALUE!
Q915425	Brigantaggio	Storia		Superiori	XVIII-XIX secolo	Brigantaggio	???	1	223	206	401164	89231	94	22	28	2402	2.69	0	2	0	290188	???	#VALUE!
Q188494	Caccia alle streghe	Storia		Superiori	XVI-XVII secolo	La caccia alle streghe	???	1	251	253	450962	52792	68	6	11	1775	3.36	0	0	0	84575	???	#VALUE!
Q608613	Caduta dell'Impero romano d'Occidente	Storia		Superiori	Alto medioevo	Caduta dell'impero romano d'occidente	???	1	544	502	977972	133623	117	15	8	544	0.41	0	0	0	6509	2009-09-21	3906
Q3649503	Caduta della Repubblica Sociale Italiana	Storia		Superiori	XX-XXI secolo		???	1	23	25	40801	15618	5	1	1	218	1.40	2	8	0	2052	???	#VALUE!
Q12132	Calendario	Storia		Elementari	Prima elementare	Calendario	0.1	1	157	143	282095	10901	0	4	0	523	4.80	0	0	0	11568	???	#VALUE!
Q12490507	Califfato dei Rashidun	Storia		Superiori	Alto medioevo		???	1	36	42	64108	31754	13	6	3	1201	3.78	0	0	0	3339	???	#VALUE!
Q8575586	Califfato omayyade	Storia		Superiori	Alto medioevo		???	1	17	41	30550	74051	88	15	44	4227	5.71	0	1	0	94	???	#VALUE!
Q166092	Camillo Benso, conte di Cavour	Storia		Superiori	XVIII-XIX secolo	Cavour	???	1	600	614	1078607	99112	117	58	15	1790	1.81	0	0	0	66157	2002-04-26	6611
Q253684	Campagna d'Egitto	Storia		Superiori	XVIII-XIX secolo	Campagna d'Egitto	???	1	80	79	144224	22288	12	16	1	2352	10.55	0	1	0	65	???	#VALUE!
Q699511	Campagna d'Italia (1796-1797)	Storia		Superiori	XVIII-XIX secolo	Campagna d'Italia	???	1	141	138	254208	83084	100	22	6	3255	3.92	0	0	0	40744	???	#VALUE!
Q162362	Campagna dei Balcani	Storia		Superiori	XX-XXI secolo	Fronte balcanico	???	1	22	22	39002	27269	22	11	8	823	3.02	0	0	0	565	???	#VALUE!
Q218678	Campagna del Nordafrica	Storia		Superiori	XX-XXI secolo	Fronte libico-egiziano	???	1	115	118	206692	175419	288	73	19	5970	3.40	0	0	0	4528	???	#VALUE!
Q1052120	Campagna dell'Africa Orientale Italiana	Storia		Superiori	XX-XXI secolo	Fronte etiope	???	1	66	68	118980	41466	42	21	7	3980	9.60	0	0	0	2597	???	#VALUE!
Q151340	Campagna di Francia	Storia		Superiori	XX-XXI secolo	Invasione della Francia	???	1	178	181	320184	45467	18	10	0	5344	11.75	0	0	0	4520	???	#VALUE!
Q150812	Campagna di Polonia	Storia		Superiori	XX-XXI secolo	Invasione della Polonia	???	1	184	192	329889	107880	111	44	28	2847	2.64	0	0	0	38156	???	#VALUE!
Q179250	Campagna di Russia	Storia		Superiori	XVIII-XIX secolo	Campagna di Russia	???	1	222	195	398790	152406	224	63	12	2577	1.69	0	0	0	791	???	#VALUE!
Q1031802	Camuni	Storia		Superiori	Grecia e Italia preromana	Camuni	???	1	107	113	192357	20755	18	6	3	1699	8.19	0	0	0	22939	???	#VALUE!
Q8137	Capitale (economia)	Storia		Superiori	XVIII-XIX secolo	formazione del capitale	???	1	118	106	212227	10825	2	0	2	1350	12.47	1	0	0	36	???	#VALUE!
Q670484	Capitolare di Quierzy	Storia		Superiori	Alto medioevo	Capitolare di Kiersy	???	1	100	102	180170	7869	0	0	5	1828	23.23	0	0	0	36	???	#VALUE!
Q3658348	Carcere dell'Asinara	Storia		Superiori	XX-XXI secolo	Carcere dell'Asinara	???	1	141	130	253284	9765	12	3	2	280	2.87	0	0	0	666	???	#VALUE!
Q1042024	Carlo Cattaneo	Storia		Superiori	XVIII-XIX secolo	Cattaneo	???	1	129	150	232358	27476	20	5	70	258	0.94	0	0	0	14036	???	#VALUE!
Q3044	Carlo Magno	Storia		Superiori	Alto medioevo	Carlo Magno	???	1	1335	1320	2398272	154574	152	28	35	1852	1.20	0	0	0	24567	2003-07-13	6168
Q32500	Carlo V d'Asburgo	Storia		Superiori	XVI-XVII secolo	Carlo V	???	1	787	880	1414520	125569	95	70	59	5346	4.26	0	0	0	75606	2005-05-19	5492
Q1435490	Casa del Popolo	Storia		Superiori	XVIII-XIX secolo	Casa del popolo	???	1	18	19	31813	5669	0	1	0	703	12.40	1	0	0	2162	???	#VALUE!
Q455037	Catena di montaggio	Storia		Superiori	XX-XXI secolo	catena di montaggio	???	1	105	101	188925	4618	1	2	1	1087	23.54	0	0	0	3526	???	#VALUE!
Q202558	Cattività avignonese	Storia		Superiori	Basso medioevo	Cattività avignonese	???	1	239	283	430184	21954	6	5	5	319	1.45	0	0	0	1804	???	#VALUE!
Q102083	Cavaliere	Storia		Superiori	Alto medioevo	I cavalieri feudali	???	1	54	53	97744	66365	60	18	38	2820	4.25	0	0	0	2056	???	#VALUE!
Q35966	Celti	Storia		Superiori	Grecia e Italia preromana	Celti	???	1	534	544	959117	80636	80	20	15	1968	2.44	0	0	0	55956	2004-09-04	5749
Q102416	Cenozoico	Storia		Elementari	Terza elementare	Le ere più recenti	0.3	1	98	96	176867	5468	4	2	0	438	8.01	0	0	0	3946	???	#VALUE!
Q199955	Cento giorni	Storia		Superiori	XVIII-XIX secolo	la fine di Napoleone	???	1	68	128	122010	29946	24	28	8	1522	5.08	0	0	0	399	???	#VALUE!
Q3664678	Centrismo in Italia	Storia		Superiori	XX-XXI secolo	fuori la sinistra dal governo	???	1	28	36	51051	18641	11	0	0	555	2.98	0	0	0	151	???	#VALUE!
Q3664681	Centro-sinistra "organico"	Storia		Superiori	XX-XXI secolo	Centro-sinistra	???	1	24	28	42657	13206	2	1	0	652	4.94	1	0	0	1940	???	#VALUE!
Q82708	Chiesa anglicana	Storia		Superiori	XVI-XVII secolo	la Chiesa anglicana	???	1	221	214	397914	7904	0	3	1	2834	35.86	1	0	0	4295	???	#VALUE!
Q3677192	Cinema delle attrazioni	Storia		Superiori	XVIII-XIX secolo	Cinema	???	1	16	14	28056	15977	4	3	4	381	2.38	0	0	0	1108	???	#VALUE!
Q623164	Cinque giornate di Milano	Storia		Superiori	XVIII-XIX secolo	Cinque giornate di Milano	???	1	296	392	532008	37420	48	17	4	1158	3.09	0	1	0	10947	???	#VALUE!
-	Città e colonie fenicie	Storia		Superiori	Antichità	le colonie fenicie	???	0	0	0	0	0	0	0	12	0	#DIV/0!	0	0	0	0	???	#VALUE!
-	Civiltà araba	Storia		Superiori	XX-XXI secolo	Civiltà araba	???	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	#VALUE!
Q47690	Civiltà babilonese	Storia		Superiori	Antichità	I babilonesi	???	1	241	269	432913	13963	0	2	2	2188	15.67	2	0	0	2384	???	#VALUE!
Q42534	Civiltà della valle dell'Indo	Storia		Superiori	Antichità	Le civiltà dell'Indo	???	1	161	152	288916	27087	9	10	1	996	3.68	1	0	0	3208	???	#VALUE!
Q181264	Civiltà micenea	Storia		Superiori	Antichità	I micenei	???	1	342	343	614891	56449	27	15	15	2295	4.07	1	2	0	7040	???	#VALUE!
Q134178	Civiltà minoica	Storia		Superiori	Antichità	I cretesi	???	1	306	298	549734	98256	68	19	57	1044	1.06	0	22	0	3106	???	#VALUE!
Q1421436	Civiltà nuragica	Storia		Superiori	Grecia e Italia preromana	Nuragici	???	1	247	255	444352	104935	99	51	24	2744	2.61	0	0	0	32621	???	#VALUE!
Q151060	Codice napoleonico	Storia		Superiori	XVIII-XIX secolo	Codice civile francese	???	1	41	56	74469	8651	1	3	0	873	10.09	0	0	0	6631	???	#VALUE!
Q1134177	Coesistenza pacifica	Storia		Superiori	XX-XXI secolo	Coesistenza pacifica	???	1	6	9	11559	10291	14	1	5	984	9.56	0	0	0	36	???	#VALUE!
Q7167	Colonialismo	Storia		Superiori	XX-XXI secolo	Colonialismo	???	1	281	250	504917	44343	10	3	10	966	2.18	1	3	0	10207	???	#VALUE!
Q926295	Colonialismo italiano	Storia		Superiori	XX-XXI secolo	Impero coloniale italiano	???	1	525	439	944003	87502	47	36	65	4688	5.36	0	0	0	42126	2005-12-11	5286
Q1570510	Colonialismo statunitense	Storia		Superiori	XX-XXI secolo	USA conquistano colonie	???	1	15	12	26697	1775	0	1	2	639	36.00	2	0	0	2582	???	#VALUE!
Q5775114	Colonizzazione dell'Australia	Storia		Superiori	XVIII-XIX secolo	Colonizzazione dell'Australia	???	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	#VALUE!
Q828047	Colonizzazione greca	Storia		Superiori	Grecia e Italia preromana	Le colonie greche	???	1	138	133	248562	10909	8	1	8	361	3.31	2	1	0	2855	???	#VALUE!
Q547858	Comitato di Liberazione Nazionale	Storia		Superiori	XX-XXI secolo	il CLN	???	1	181	186	326051	17842	14	2	10	1449	8.12	0	1	0	7648	???	#VALUE!
Q724922	Comitato di salute pubblica	Storia		Superiori	XVIII-XIX secolo	Comitato di salute pubblica	???	1	60	57	107593	16981	3	3	0	2119	12.48	0	0	0	36	???	#VALUE!
-	Commercio triangolare	Storia		Superiori	XVI-XVII secolo	il commercio triangolare	???	0	0	0	0	69	0	0	0	66	95.65	0	0	0	0	???	#VALUE!
Q2989771	Compagnia di ventura	Storia		Superiori	Basso medioevo	Le compagnie di ventura	???	1	37	32	66645	13904	1	3	8	534	3.84	0	0	0	152	???	#VALUE!
Q52847	Comunità economica europea	Storia		Superiori	XX-XXI secolo	Cee	???	1	231	355	414801	14006	0	0	0	1104	7.88	0	0	0	2681	???	#VALUE!
Q161549	Comunità europea del carbone e dell'acciaio	Storia		Superiori	XX-XXI secolo	Comunità del carbone e dell'acciaio	???	1	179	203	321698	12052	1	3	1	1942	16.11	0	0	0	882	???	#VALUE!
Q1754940	Concezione del tempo	Storia		Elementari	Seconda elementare	Ruota del tempo	0.2	1	78	74	139779	23427	18	5	0	440	1.88	0	0	0	2192	???	#VALUE!
Q172991	Concilio di Trento	Storia		Superiori	XVI-XVII secolo	Concilio di Trento	???	1	593	595	1065521	36249	14	14	10	1012	2.79	0	0	0	6929	2004-12-25	5637
Q154439	Concordato di Worms	Storia		Superiori	Basso medioevo	Compromesso fra Papato e Impero	???	1	123	137	221492	4179	1	1	0	463	11.08	1	0	0	463	???	#VALUE!
Q13582	Conferenza di Berlino (1884)	Storia		Superiori	XX-XXI secolo	Conferenza di Berlino	???	1	71	80	127890	15391	18	5	4	930	6.04	0	0	0	3348	???	#VALUE!
Q199820	Conferenza di pace di Parigi (1919)	Storia		Superiori	XX-XXI secolo	I trattati di pace	???	1	152	161	272281	40098	36	6	9	1139	2.84	0	0	0	4052	???	#VALUE!
Q8669	Conflitto arabo-israeliano	Storia		Superiori	XX-XXI secolo	Guerre arabo-israeliane	???	1	406	513	730475	113560	92	34	16	4780	4.21	0	3	0	50205	???	#VALUE!
Q625356	Congregazione per la dottrina della fede	Storia		Superiori	XVI-XVII secolo	L'inquisizione	???	1	70	71	124984	22438	8	1	0	338	1.51	0	0	0	2475	???	#VALUE!
Q46362	Congresso di Vienna	Storia		Superiori	XVIII-XIX secolo	Congresso di Vienna	???	1	610	682	1095446	40756	20	28	5	1364	3.35	0	0	0	15085	2004-09-07	5746
Q74011	Conquista normanna dell'Italia meridionale	Storia		Superiori	Alto medioevo		???	1	31	72	56061	14614	4	4	12	545	3.73	0	0	0	280	???	#VALUE!
Q828435	Conquista dell'impero azteco	Storia		Superiori	XVI-XVII secolo	Conquista del Messico	???	1	58	57	104093	40788	17	14	0	1742	4.27	1	0	0	9280	???	#VALUE!
Q636771	Conquista dell'impero Inca	Storia		Superiori	XVI-XVII secolo	Pizarro conquista il Perù	???	1	33	33	59628	94285	0	25	18	467	0.50	0	0	0	3855	???	#VALUE!
Q2422375	Conquista romana della Spagna	Storia		Superiori	Roma	Espansione nel mediterraneo	???	1	24	22	43009	61693	92	25	21	3295	5.34	0	0	0	1888	???	#VALUE!
Q975837	Conquista spagnola dello Yucatán	Storia		Superiori	XVI-XVII secolo	Sottomissione dei Maya	???	1	13	10	23788	18010	11	0	7	2933	16.29	0	0	0	2379	???	#VALUE!
Q126236	Conquistadores	Storia		Superiori	XVI-XVII secolo	Conquistadores	???	1	103	112	185344	9085	1	2	0	536	5.90	0	0	0	2676	???	#VALUE!
Q877619	Consolato (Francia)	Storia		Superiori	XVIII-XIX secolo	Napoleone come Primo console	???	1	37	39	66659	23221	2	3	3	760	3.27	0	0	0	1136	???	#VALUE!
Q89640	Consumismo	Storia		Superiori	XX-XXI secolo	Società dei consumatori	???	1	134	136	240800	9971	4	1	0	833	8.35	2	0	0	1383	???	#VALUE!
Q1378456	Conteggio delle vittime della prima guerra mondiale	Storia		Superiori	XX-XXI secolo	La grande strage della WW1	???	1	222	189	399382	48071	89	14	26	1993	4.15	0	0	0	5198	???	#VALUE!
Q273120	Contestazione	Storia		Superiori	XX-XXI secolo	la contestazione giovanile	???	1	20	17	36151	8509	0	6	0	1121	13.17	1	0	0	1950	???	#VALUE!
Q4115173	Contributo islamico all'Europa medievale	Storia		Superiori	Alto medioevo	Innovazioni degli arabi	???	1	39	39	69851	52503	92	25	20	766	1.46	0	0	0	6722	???	#VALUE!
Q428	Corano	Storia		Superiori	Alto medioevo	Il Corano	???	1	463	322	832601	65492	48	6	64	2904	4.43	0	0	0	27190	2004-05-13	5863
Q170161	Corporazioni delle arti e mestieri	Storia		Superiori	Basso medioevo	Corporazioni comunali	???	1	117	120	210445	21245	17	8	5	403	1.90	0	0	0	761	???	#VALUE!
-	Corruzione	Storia	Corruzione in Italia	Superiori	XX-XXI secolo	Corruzione in Italia	???	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	#VALUE!
Q273182	Corsa all'oro	Storia		Superiori	XVIII-XIX secolo	Febbre dell'oro	???	1	50	63	89501	3934	0	1	1	749	19.04	0	0	0	36	???	#VALUE!
Q4763720	Corsa anglo-tedesca agli armamenti navali	Storia		Superiori	XX-XXI secolo	Riarmo tedesco	???	1	2	4	2828	33837	16	8	19	2286	6.76	0	0	0	36	???	#VALUE!
Q899359	Corsari barbareschi	Storia		Superiori	Basso medioevo	Pirateria nel Mediterraneo	???	1	45	47	80018	20934	12	6	14	1189	5.68	0	0	0	8587	???	#VALUE!
Q201559	Corsaro	Storia		Superiori	XVI-XVII secolo	Corsari inglesi	???	1	111	115	199116	12142	7	3	14	1247	10.27	1	0	0	36	???	#VALUE!
Q1550557	Corte (storia)	Storia		Superiori	Alto medioevo	Curtis	???	1	109	107	196294	19583	2	1	1	732	3.74	2	0	0	8564	???	#VALUE!
Q8413	Costantino I	Storia		Superiori	Roma		???	1	542	523	973341	95932	117	17	62	3997	4.17	0	0	0	14807	2003-12-12	6016
Q11698	Costituzione degli Stati Uniti d'America	Storia		Superiori	XVIII-XIX secolo	Costituzione degli USA	???	1	442	445	793883	41548	4	7	13	1074	2.58	0	0	1	4869	2005-05-16	5495
Q971176	Costituzione francese del 1791	Storia		Superiori	XVIII-XIX secolo	La Costituzione del 1791	???	1	60	60	108410	6840	8	1	0	918	13.42	0	0	0	36	???	#VALUE!
Q128160	Crisi dei missili di Cuba	Storia		Superiori	XX-XXI secolo	Crisi di Cuba 1962	???	1	273	274	491321	44279	33	8	82	3621	8.18	0	2	0	9950	???	#VALUE!
Q329838	Crisi del III secolo	Storia		Superiori	Roma	la crisi dell'Impero	???	1	121	110	217008	75264	56	9	2	2292	3.05	0	0	0	2414	???	#VALUE!
Q2604642	Crisi del XIV secolo	Storia		Superiori	Basso medioevo	La crisi del Trecento	???	1	73	71	131945	18820	5	8	6	1020	5.42	0	0	0	36	???	#VALUE!
Q708321	Crisi di Berlino del 1961	Storia		Superiori	XX-XXI secolo	Crisi di Berlino 1961	???	1	52	56	94163	55267	63	31	1	1750	3.17	0	0	0	173	???	#VALUE!
Q5043	Cristianesimo	Storia		Superiori	Roma	il cristianesimo	???	1	797	802	1433066	50681	27	15	27	1025	2.02	0	0	0	57563	2003-08-18	6132
Q7322	Cristoforo Colombo	Storia		Superiori	XVI-XVII secolo	Cristoforo Colombo	???	1	1327	1208	2384818	124717	194	27	66	1992	1.60	0	0	0	104183	2004-03-16	5921
Q12546	Crociata	Storia		Superiori	Basso medioevo	Le crociate	???	1	560	514	1006860	114966	146	29	63	4271	3.72	0	0	0	82741	2005-01-21	5610
Q587309	Cultura villanoviana	Storia		Superiori	Grecia e Italia preromana	Villanoviani	???	1	22	22	39997	21379	16	8	11	590	2.76	0	0	0	36	???	#VALUE!
Q230533	Decolonizzazione	Storia		Superiori	XX-XXI secolo	La decolonizzazione	???	1	118	107	212142	36580	24	0	2	443	1.21	1	1	0	3630	???	#VALUE!
Q1061030	Decreto dell'Alhambra	Storia		Superiori	XVI-XVII secolo	La cacciata degli ebrei dalla Spagna	???	1	28	26	51061	6421	5	5	0	1064	16.57	0	0	0	36	???	#VALUE!
Q223767	Democrazia ateniese	Storia		Superiori	Grecia e Italia preromana	democrazia	???	1	187	174	336344	38262	41	5	11	1765	4.61	0	0	0	2245	???	#VALUE!
Q277560	Destalinizzazione	Storia		Superiori	XX-XXI secolo	Destalinizzazione	???	1	41	46	74548	15899	35	8	4	651	4.09	0	0	0	4971	???	#VALUE!
Q2949884	Destra storica	Storia		Superiori	XVIII-XIX secolo	Destra storica	???	1	213	223	383247	13426	8	1	0	1004	7.48	1	1	0	1380	???	#VALUE!
Q185598	Diario	Storia		Elementari	Seconda elementare	Diario	0.2	1	70	58	125269	16459	3	1	8	1754	10.66	0	0	0	324	???	#VALUE!
Q1412733	Diaspora ebraica	Storia		Superiori	Antichità	Diaspora	???	1	174	181	313246	19357	4	0	1	1301	6.72	2	3	0	974	???	#VALUE!
Q127912	Dichiarazione d'indipendenza degli Stati Uniti d'America	Storia		Superiori	XVIII-XIX secolo	Dichiarazione di indipendenza USA	???	1	337	371	606192	18131	3	3	9	990	5.46	0	0	0	1881	???	#VALUE!
Q169759	Dichiarazione dei diritti dell'uomo e del cittadino	Storia		Superiori	XVIII-XIX secolo	Dichiarazione dei diritti dell'uomo	???	1	206	204	369652	4710	0	1	0	887	18.83	0	0	0	4397	???	#VALUE!
Q479844	Dieta di Roncaglia	Storia		Superiori	Basso medioevo	Dieta di Roncaglia	???	1	46	46	83512	5418	0	1	1	951	17.55	0	0	0	634	???	#VALUE!
Q321219	Dinastia dei Severi	Storia		Superiori	Roma		???	1	90	99	161248	38977	47	6	4	1517	3.89	0	0	0	797	???	#VALUE!
Q200565	Dinastia flavia	Storia		Superiori	Roma		???	1	131	135	234941	18862	37	16	33	403	2.14	0	0	0	1160	???	#VALUE!
Q192841	Dinastia giulio-claudia	Storia		Superiori	Roma	L'impero dopo Ottaviano	???	1	181	196	324988	32176	60	26	36	891	2.77	0	0	0	1750	???	#VALUE!
Q430	Dinosauria	Storia		Elementari	Terza elementare	I dinosauri	0.3	1	499	498	896934	155382	210	38	36	4345	2.80	0	2	0	42743	2005-01-07	5624
Q219817	Direttorio	Storia		Superiori	XVIII-XIX secolo	Il periodo post-Robespierre	???	1	108	103	194137	8802	2	2	1	518	5.89	0	0	0	949	???	#VALUE!
