id_wikidata	article	subject	first_edit	days	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	all_visits	VdQ	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource	linguistic_versions
Q1460	Sicilia	Geografia	2003-04-16	6986.0	1576	1619.0	174780	173921.0	99	96.0	117	127.0	0	7	4932	2.8218331616889802	4400.0	1	1.0	0	1	5340	186696.0	3983121	0	Sicily	Sicilia	Autore:Regione Siciliana	102.0
Q16	Canada	Geografia	2003-09-28	6821.0	1569	1601.0	116816	115405.0	97	96.0	46	48.0	0	12	8539	7.309786330639638	8344.0	0	0.0	1	1	17235	17235.0	3965453	0	Canada	Canada		163.0
Q5582	Vincent van Gogh	Storia dell'arte	2005-05-07	6234.0	1567	1659.0	128665	130027.0	114	115.0	42	42.0	0	31	2173	1.688881980336533	2201.0	0	0.0	0	0	31281	31281.0	3960419	1	Vincent van Gogh	Vincent van Gogh		123.0
Q8740	Guerra del Vietnam	Storia	2004-03-25	6642.0	1563	1572.0	147849	147555.0	267	265.0	52	50.0	0	16	7108	4.807607761973364	6308.0	0	0.0	0	0	66392	66392.0	3949612	1	Vietnam War			100.0
Q1065	Organizzazione delle Nazioni Unite	Storia	2003-11-05	6783.0	1518	1448.0	131019	133771.0	203	202.0	25	24.0	0	0	5515	4.209313153054137	5249.0	0	0.0	0	0	19173	19173.0	3836009	0	United Nations	United Nations – Nations Unies	Autore:Organizzazione delle Nazioni Unite	162.0
Q7207	Elisabetta I d'Inghilterra	Storia	2004-10-25	6428.0	1514	1555.0	48364	46783.0	24	24.0	19	19.0	0	29	1844	3.8127532875692665	1759.0	0	0.0	0	0	7312	7062.0	3826891	0	Elizabeth I of England	Elizabeth I of England		101.0
Q1462	Sardegna	Geografia	2003-05-19	6953.0	1504	1549.0	235478	235303.0	272	257.0	73	72.0	0	46	4131	1.7543040114150792	3832.0	0	0.0	0	0	41525	208947.0	3801322	0	Sardinia	Sardegna		101.0
Q1048	Gaio Giulio Cesare	Storia	2006-04-23	5883.0	1494	1516.0	168188	169108.0	235	235.0	58	58.0	0	60	4252	2.5281232906033724	4222.0	0	0.0	0	0	49828	49828.0	3775270	0	Julius Caesar	Gaius Iulius Caesar	Autore:Gaio Giulio Cesare	133.0
Q10806	Attentati dell'11 settembre 2001	Storia	2003-02-28	7033.0	1464	1326.0	239317	238784.0	376	375.0	30	30.0	0	62	4462	1.8644726450690925	4424.0	0	0.0	0	0	57786	55027.0	3700073	0	September 11 attacks			100.0
Q1064	Alessandro Manzoni	Letteratura italiana	2003-05-03	6969.0	1458	1540.0	156792	156684.0	283	283.0	41	41.0	0	66	2748	1.7526404408388183	2747.0	0	0.0	0	0	61912	61622.0	3683764	0	Alessandro Manzoni	Alessandro Manzoni	Autore:Alessandro Manzoni	56.0
Q7742	Luigi XIV di Francia	Storia	2004-08-26	6488.0	1438	1383.0	138031	125834.0	53	53.0	50	50.0	0	-	2353	1.7046895262658388	2327.0	0	0.0	0	0	10490	10490.0	3633165	0	Louis XIV of France	Louis XIV de France		96.0
Q189	Islanda	Geografia	2002-12-10	7113.0	1416	1480.0	127909	125512.0	125	125.0	34	35.0	0	14	1711	1.3376697495875973	1437.0	1	1.0	1	0	44854	42989.0	3578659	0	Iceland	Ísland		155.0
Q668	India	Geografia	2007-02-02	5598.0	1406	1452.0	147733	142416.0	151	147.0	56	57.0	0	59	6805	4.606282956414613	6418.0	0	0.0	1	1	29918	25402.0	3552731	0	India	India		163.0
Q1403	Luigi Pirandello	Letteratura italiana	2008-04-08	5167.0	1404	1470.0	101621	99753.0	78	76.0	18	20.0	0	29	469	0.4615187805670088	510.0	1	1.0	0	0	11910	124284.0	3548304	0	Luigi Pirandello	Luigi Pirandello	Autore:Luigi Pirandello	77.0
Q55	Paesi Bassi	Geografia	2003-01-22	7070.0	1365	1365.0	80274	77858.0	37	32.0	17	17.0	0	0	5268	6.56252335750056	5081.0	0	0.0	0	0	45848	44343.0	3449081	0	Netherlands	Nederland		155.0
Q989	Papa Giovanni Paolo II	Storia	2003-02-18	7043.0	1363	1393.0	180807	180802.0	142	144.0	66	58.0	0	1	4592	2.5397246788011527	4991.0	0	0.0	2	0	214773	213768.0	3444440	0	Ioannes Paulus II	Ioannes Paulus II	Autore:Papa Giovanni Paolo II	95.0
Q8409	Alessandro Magno	Storia	2004-11-17	6405.0	1351	1383.0	162161	159325.0	261	253.0	31	29.0	0	69	5389	3.323240483223463	4539.0	3	2.0	3	1	41892	39209.0	3412978	0	Alexander the Great	Alexander the Great		119.0
Q6223	Fascismo	Storia	2004-02-28	6668.0	1340	1373.0	143208	147240.0	130	132.0	11	12.0	0	76	8500	5.935422602089269	8331.0	0	0.0	4	0	74142	65273.0	3385266	0	Fascists			99.0
Q1001	Mahatma Gandhi	Storia	2004-03-18	6649.0	1332	1350.0	125395	123731.0	94	92.0	16	15.0	0	49	1796	1.4322740141153953	1795.0	2	0.0	3	0	49440	48675.0	3367018	0	Mohandas K. Gandhi	Mohandas K. Gandhi		123.0
Q5593	Pablo Picasso	Storia dell'arte	2006-11-21	5671.0	1319	1395.0	54801	54502.0	47	47.0	18	18.0	0	10	641	1.169686684549552	650.0	0	0.0	0	0	31437	31437.0	3332673	0	Pablo Picasso	Pablo Picasso		119.0
Q9696	John Fitzgerald Kennedy	Storia	2004-11-09	6413.0	1311	1367.0	65912	63941.0	49	46.0	41	41.0	0	1	1845	2.7991867945138975	1739.0	0	0.0	0	0	135871	135871.0	3311812	0	John F. Kennedy	John F. Kennedy		116.0
Q6534	Rivoluzione francese	Storia	2006-11-28	5664.0	1310	1373.0	163627	164922.0	197	196.0	37	36.0	0	37	1870	1.1428431738038343	1885.0	0	0.0	0	0	12424	12424.0	3310057	0	French Revolution			107.0
Q3044	Carlo Magno	Storia	2003-07-13	6898.0	1307	1351.0	170926	157510.0	161	154.0	43	35.0	0	35	2063	1.20695505657419	2016.0	0	0.0	0	0	27287	26774.0	3303692	0	Carolus Magnus	Carolus Magnus	Autore:Carlo Magno	100.0
Q1294142	Massacri delle foibe	Storia	2003-08-09	6871.0	1306	1360.0	217280	214373.0	228	224.0	43	43.0	0	63	5055	2.3264911634756995	5052.0	0	1.0	4	1	48211	44946.0	3300456	0	Foibe massacres		"L. 30 marzo 2004	 n. 92 - Istituzione del Giorno del ricordo in memoria delle vittime delle foibe	 dell'esodo giuliano-dalmata"	16.0
Q423	Corea del Nord	Geografia	2004-08-22	6492.0	1302	1325.0	128161	125275.0	218	217.0	24	24.0	0	15	7056	5.505575018921513	7131.0	2	2.0	0	1	51186	43267.0	3289463	0	North Korea	조선민주주의인민공화국		142.0
Q2763	Olocausto	Storia	2004-01-27	6700.0	1293	1322.0	190510	189265.0	237	237.0	38	36.0	0	67	4517	2.3710041467639495	4544.0	0	0.0	2	0	182888	171353.0	3268396	0	The Holocaust			105.0
Q7322	Cristoforo Colombo	Storia	2004-03-16	6651.0	1289	1340.0	126300	126218.0	194	195.0	28	28.0	0	66	1992	1.5771971496437054	1992.0	0	0.0	0	0	107006	104183.0	3256752	1	Christopher Columbus	Christopher Columbus	Autore:Cristoforo Colombo	120.0
Q692	William Shakespeare	Storia	2004-03-18	6649.0	1287	1345.0	127570	127148.0	226	225.0	28	28.0	0	7	3237	2.5374304303519635	3180.0	0	0.0	0	0	43950	43010.0	3252104	1	William Shakespeare	William Shakespeare	Autore:William Shakespeare	126.0
Q153670	Primo Levi	Letteratura italiana	2004-04-11	6625.0	1274	1305.0	55623	47751.0	47	40.0	14	13.0	0	6	1692	3.0419071247505527	1673.0	0	0.0	0	0	61281	61282.0	3220102	0	Primo Levi		Autore:Primo Levi	55.0
Q40185	Divina Commedia	Letteratura italiana	2002-01-31	7426.0	1264	1300.0	152084	149925.0	82	77.0	20	20.0	0	14	6892	4.531706162383946	7398.0	0	0.0	0	0	31371	30969.0	3193068	0	The Divine Comedy		Opera:Divina Commedia	75.0
Q130221	Federico II di Svevia	Storia	2003-07-15	6896.0	1262	1262.0	146957	142886.0	108	103.0	40	39.0	0	28	2742	1.865851915866546	2890.0	0	0.0	1	0	65835	64909.0	3189356	0	"Frederick II	 Holy Roman Emperor"	"Frederick II	 Holy Roman Emperor"	Autore:Federico II	62.0
Q38370	Enrico VIII d'Inghilterra	Storia	2005-02-25	6305.0	1248	1279.0	48983	47827.0	14	13.0	21	21.0	0	15	1100	2.2456770716370986	1100.0	0	0.0	0	0	6128	6128.0	3153226	0	Henry VIII of England	Henry VIII of England		83.0
Q155	Brasile	Geografia	2006-11-23	5669.0	1235	1279.0	204305	210455.0	211	206.0	100	97.0	0	6	5595	2.7385526541200655	5526.0	2	2.0	0	2	23109	100165.0	3121819	0	Brazil	Brasil		159.0
Q9215	Sigmund Freud	Filosofia	2004-03-29	6638.0	1224	1290.0	143688	139958.0	91	90.0	20	20.0	0	52	3867	2.691247703357274	3409.0	0	0.0	0	0	26037	26037.0	3094281	0	Sigmund Freud	Sigmund Freud	Autore:Sigmund Freud	116.0
Q43	Turchia	Geografia	2004-03-19	6648.0	1221	1214.0	98796	93363.0	80	74.0	43	42.0	0	15	5252	5.316004696546419	5425.0	0	0.0	1	1	49930	48538.0	3084814	0	Turkey	Türkiye		169.0
Q544	Sistema solare	Scienze della Terra	2007-09-13	5375.0	1214	1272.0	80311	76715.0	96	95.0	30	27.0	0	0	2558	3.1851178543412484	2502.0	0	0.0	0	0	59540	58037.0	3066833	0	Solar System	Solar System		133.0
Q5592	Michelangelo Buonarroti	Storia dell'arte	2004-05-25	6581.0	1213	1257.0	168975	167116.0	119	112.0	58	59.0	0	39	1333	0.7888740938008582	1314.0	0	0.0	0	0	17446	17446.0	3065795	1	Michelangelo Buonarroti	Michelangelo	Autore:Michelangelo Buonarroti	124.0
Q2277	Impero romano	Storia	2003-11-16	6772.0	1203	1213.0	107765	106674.0	61	64.0	20	20.0	0	4	7909	7.339117524242565	8009.0	2	2.0	0	1	75346	72818.0	3040862	0	Roman Empire	Atlas of Ancient Rome		116.0
Q42005	Peste nera	Storia	2005-05-24	6217.0	1201	1284.0	84466	84080.0	147	146.0	20	22.0	0	42	2429	2.875713304761679	2414.0	0	0.0	0	0	6353	6353.0	3034180	0	Black Death			85.0
Q34	Svezia	Geografia	2003-10-03	6816.0	1186	1186.0	94650	92459.0	61	61.0	46	46.0	0	4	5724	6.047543581616482	5761.0	0	0.0	0	0	17506	17506.0	2997438	0	Sweden	Sverige		156.0
Q172579	Regno d'Italia (1861-1946)	Storia	2006-05-18	5858.0	1171	1157.0	106191	105227.0	34	33.0	35	37.0	0	6	8608	8.106148355322015	9119.0	0	0.0	0	0	186495	180352.0	2958704	0	Kingdom of Italy (1861-1946)		Autore:Regno d'Italia	70.0
Q218	Romania	Geografia	2003-11-23	6765.0	1163	1156.0	108549	95039.0	60	54.0	57	55.0	0	8	1838	1.6932445255138233	1920.0	0	0.0	1	0	29732	27725.0	2939424	0	Romania	România		149.0
Q99309	Pantheon (Roma)	Storia dell'arte	2004-02-19	6677.0	1162	1169.0	80401	78265.0	104	98.0	23	24.0	0	44	3885	4.832029452369995	3904.0	0	0.0	0	0	19033	15975.0	2937630	0	Pantheon (Rome)	Pantheon		61.0
Q20	Norvegia	Geografia	2004-03-19	6648.0	1162	1169.0	54814	53089.0	23	22.0	33	43.0	0	0	5212	9.5085197212391	4871.0	0	0.0	0	0	10716	10408.0	2935564	0	Norway	Norge		165.0
Q21235336	Regioni d'Italia	Geografia	2015-06-08	2550.0	1155	1127.0	28906	33421.0	8	9.0	99	156.0	0	2	1262	4.365875596761918	1143.0	0	0.0	0	0	1969	1237.0	2917969	0	Regions of Italy			4.0
Q1243	Veneto	Geografia	2003-02-25	7036.0	1145	1191.0	184907	183923.0	81	76.0	174	175.0	0	11	2278	1.2319706663349683	2384.0	2	2.0	2	0	20039	17606.0	2893821	0	Veneto	Veneto	Autore:Regione Veneto	84.0
Q27	Irlanda	Geografia	2003-01-28	7064.0	1139	1156.0	88558	75031.0	62	25.0	31	26.0	0	0	4500	5.081415569457305	4416.0	1	1.0	1	1	14103	14103.0	2877280	0	Republic of Ireland	Republic of Ireland		147.0
Q42207	Caravaggio	Storia dell'arte	2006-11-26	5666.0	1131	1158.0	90386	88124.0	104	91.0	26	29.0	0	58	1477	1.6341026265129555	1134.0	0	0.0	0	0	109202	103032.0	2857583	0	Michelangelo Merisi da Caravaggio	Michelangelo Merisi da Caravaggio		80.0
Q28491	I promessi sposi	Letteratura italiana	2006-11-30	5662.0	1129	1184.0	130338	125675.0	178	167.0	34	34.0	0	1	2118	1.625005754269668	2108.0	0	0.0	0	0	42803	41986.0	2853350	1	I promessi sposi	I promessi sposi	Opera:I promessi sposi	25.0
Q222	Albania	Geografia	2003-07-08	6903.0	1123	1134.0	130400	126821.0	98	95.0	49	49.0	0	24	6846	5.25	6807.0	0	0.0	10	0	22806	20268.0	2837981	0	Albania	Shqipëria		156.0
Q31	Belgio	Geografia	2002-12-15	7108.0	1122	1109.0	98279	96717.0	18	15.0	38	40.0	0	0	3855	3.9225063340082826	3579.0	1	1.0	4	1	14224	13515.0	2834528	0	Belgium	België - Belgique - Belgien		154.0
Q796897	Presidente del Consiglio dei ministri della Repubblica Italiana	Diritto e Economia	2004-04-16	6620.0	1118	1194.0	18678	16454.0	19	16.0	8	6.0	0	2	1888	10.108148624049685	1950.0	0	0.0	0	0	3538	3538.0	2825650	0	Prime ministers of Italy			45.0
Q1263	Emilia-Romagna	Geografia	2003-02-26	7035.0	1118	1169.0	98972	95642.0	62	56.0	77	77.0	0	2	3641	3.6788182516267227	3432.0	0	0.0	0	0	58747	57927.0	2826434	0	Emilia-Romagna	Emilia-Romagna		85.0
Q1405	Augusto	Storia	2003-09-08	6841.0	1110	1122.0	161776	160491.0	163	162.0	48	47.0	0	44	5527	3.416452378597567	5833.0	0	0.0	0	0	24091	21753.0	2804254	0	Augustus	Gaius Iulius Caesar Octavianus Augustus	Autore:Augusto	122.0
Q8683	Guerra fredda	Storia	2004-03-10	6657.0	1110	1094.0	135341	134185.0	203	203.0	50	50.0	0	50	3576	2.642214849897666	3615.0	0	0.0	0	0	21950	19338.0	2805359	0	Cold War			109.0
Q4692	Rinascimento	Storia	2006-12-14	5648.0	1094	1141.0	57554	57208.0	31	31.0	23	22.0	0	13	1635	2.840810369392223	1590.0	0	0.0	0	0	48753	48753.0	2765266	0	Renaissance	Renaissance		103.0
Q41	Grecia	Geografia	2006-11-26	5666.0	1092	1121.0	183394	182574.0	188	183.0	61	61.0	0	6	5308	2.894314972136493	5099.0	1	1.0	2	0	85020	85020.0	2760081	0	Greece	Ελλάδα		156.0
Q311802	Giuseppe Ungaretti	Letteratura italiana	2006-12-03	5659.0	1079	1122.0	44168	39111.0	33	31.0	7	7.0	0	4	997	2.2572903459518203	962.0	0	0.0	0	0	27382	26134.0	2727147	0	Giuseppe Ungaretti		Autore:Giuseppe Ungaretti	37.0
Q488	Bombardamenti atomici di Hiroshima e Nagasaki	Storia	2006-04-30	5876.0	1077	1023.0	106866	102981.0	70	70.0	26	26.0	0	29	1501	1.4045627234106264	1308.0	1	2.0	2	0	18892	19084.0	2722123	0	Atomic bombings of Hiroshima and Nagasaki	Atomic bombings of Hiroshima and Nagasaki		74.0
Q855	Iosif Stalin	Storia	2003-07-11	6900.0	1075	1023.0	189659	186047.0	207	202.0	51	54.0	0	136	8319	4.38629329480805	8917.0	2	2.0	2	0	128700	126127.0	2716056	0	Joseph Stalin	Иосиф Виссарионович Сталин		119.0
Q224	Croazia	Geografia	2004-04-19	6617.0	1073	1108.0	121389	113683.0	78	66.0	27	28.0	0	5	3001	2.47221741673463	2961.0	0	0.0	0	0	53857	51253.0	2711436	0	Croatia	Hrvatska		154.0
Q11188	Popolazione mondiale	Biologia	2008-09-23	4999.0	1060	1066.0	64050	65129.0	52	55.0	8	8.0	0	4	891	1.3911007025761124	903.0	0	0.0	8	0	16562	15631.0	2678049	0	World population statistics			66.0
Q1273	Toscana	Geografia	2003-02-26	7035.0	1057	1097.0	157483	156199.0	43	43.0	97	98.0	0	4	4235	2.689179149495501	4437.0	0	0.0	0	0	39931	39931.0	2671550	0	Tuscany			89.0
Q1216	Piemonte	Geografia	2003-02-24	7037.0	1057	1103.0	113199	103974.0	74	69.0	108	108.0	0	0	4057	3.5839539218544334	3805.0	0	0.0	3	1	47725	47027.0	2670857	0	Piedmont	Piemonte	Autore:Regione Piemonte	89.0
Q1447	Puglia	Geografia	2003-02-23	7038.0	1042	1078.0	182366	185727.0	107	104.0	137	133.0	0	40	2301	1.2617483522147768	3786.0	0	0.0	3	0	77690	71126.0	2634359	0	Apulia	Puglia		87.0
Q6186	Comunismo	Storia	2004-06-08	6567.0	1029	1015.0	82188	81184.0	37	34.0	9	10.0	0	19	1544	1.878619749841826	1525.0	2	2.0	4	0	15356	15356.0	2600092	0	Communism			112.0
Q889	Afghanistan	Geografia	2005-01-06	6355.0	1028	586.0	63637	57326.0	44	30.0	14	16.0	0	16	3459	5.435517073400694	3519.0	0	0.0	2	0	58619	10847.0	2596567	0	Afghanistan	افغانستان		149.0
Q258	Sudafrica	Geografia	2007-12-18	5279.0	1025	1042.0	101536	101797.0	46	46.0	38	41.0	0	7	4965	4.889891270091396	4707.0	1	1.0	0	0	17602	16352.0	2588990	0	South Africa	South Africa - Ningizimu Afrika - Suid-Afrika - Afrika Borwa		160.0
Q35	Danimarca	Geografia	2002-12-15	7108.0	1021	1016.0	69511	67047.0	32	30.0	17	17.0	0	6	3959	5.695501431428119	4039.0	2	2.0	2	2	12019	10735.0	2581216	0	Denmark	Danmark		156.0
Q1237	Trentino-Alto Adige	Geografia	2003-10-07	6812.0	1021	1049.0	116803	116264.0	70	70.0	71	72.0	0	7	5378	4.604333792796418	5062.0	0	0.0	0	0	135611	134135.0	2579235	0	Trentino-South Tyrol	Trentino-Alto Adige/Südtirol		84.0
Q36	Polonia	Geografia	2003-02-16	7045.0	1021	983.0	98622	97182.0	37	35.0	93	93.0	0	1	4258	4.317495082233173	4291.0	0	0.0	0	0	73111	71272.0	2579312	0	Poland	Polska		164.0
Q2269	Rivoluzione industriale	Storia	2006-12-06	5656.0	1016	1057.0	38565	38327.0	11	10.0	13	13.0	0	7	2263	5.868015039543628	2258.0	1	1.0	0	0	27085	27085.0	2568041	0	Industrial revolution	Industrial revolution		98.0
