id_wikidata	article	subject	first_edit	days	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	all_visits	VdQ	galleria_su_Commons	pagina_su_commons	pagina_su_wikisource	linguistic_versions
Q1065	Organizzazione delle Nazioni Unite	Storia	2003-11-05	6783	1046	1518	133518	131019	205	203	24	25	0	0	5660	4.239128807	5515	0	0	0	0	19173	19173	4259520	0	United Nations	United Nations – Nations Unies	Autore:Organizzazione delle Nazioni Unite	162
Q8740	Guerra del Vietnam	Storia	2004-03-25	6642	1111	1563	149059	147849	269	267	53	52	0	0	7208	4.835669097	7108	0	0	0	0	66392	66392	4396445	1	Vietnam War			100
Q1460	Sicilia	Geografia	2003-04-16	6986	1287	1576	178949	174780	104	99	117	117	0	0	4584	2.561623703	4932	1	1	0	2	6482	5340	4487946	0	Sicily	Sicilia	Autore:Regione Siciliana	102
Q408	Australia	Geografia	2004-01-10	6717	1261	1594	124148	122661	70	67	44	44	0	0	2300	1.852627509	2309	0	0	0	0	66289	64200	4524871	0	Australia	Australia		161
Q2763	Olocausto	Storia	2004-01-27	6700	879	1293	191484	190510	238	237	38	38	0	0	4446	2.321865012	4517	0	0	2	0	185402	182888	3608866	0	The Holocaust			105
Q25120	Pier Paolo Pasolini	Letteratura italiana	2004-03-04	6663	1611	1716	175191	166669	271	252	22	23	0	0	1145	0.6535723867	1518	0	0	0	0	66118	65448	4982836	0	Pier Paolo Pasolini	Pier Paolo Pasolini	Autore:Pier Paolo Pasolini	62
Q1294142	Massacri delle foibe	Storia	2003-08-09	6871	1045	1306	221363	217280	233	228	45	43	0	0	5061	2.28628994	5055	0	0	3	1	49453	48211	3689855	0	Foibe massacres		L. 30 marzo 2004, n. 92 - Istituzione del Giorno del ricordo in memoria delle vittime delle foibe, dell'esodo giuliano-dalmata	16
Q668	India	Geografia	2007-02-02	5598	1105	1406	150931	147733	156	151	57	56	0	0	6971	4.618666808	6805	0	0	1	1	30922	29918	3986462	0	India	India		163
Q187	Il Canto degli Italiani	Cittadinanza e costituzione	2004-03-22	6645	650	937	111118	109579	192	189	22	23	0	0	2835	2.551341817	2206	0	0	0	0	181087	169603	2629089	0	Il Canto degli Italiani	Inno di Mameli	Canto nazionale	58
Q21235336	Regioni d'Italia	Geografia	2015-06-08	2550	1411	1155	32934	28906	10	8	108	99	0	0	1258	3.819760734	1262	0	0	0	0	2461	1969	3458165	0	Regions of Italy			4
Q307	Galileo Galilei	Fisica	2003-11-06	6782	1153	1578	199718	199874	219	219	36	36	0	0	8075	4.043200913	8023	0	0	0	0	293354	293354	4425790	0	Galileo Galilei	Galileo Galilei	Autore:Galileo Galilei	118
Q52	Wikipedia	Informatica	2003-05-04	6968	1083	2634	72160	72280	58	58	12	12	0	0	1538	2.131374723	1526	0	0	1	2	12636	3704	7089154	0	Wikipedia	Wikipedia		161
Q16	Canada	Geografia	2003-09-28	6821	1314	1569	122113	116816	101	97	46	46	0	0	8497	6.958309107	8539	0	0	1	1	17826	17235	4482830	0	Canada	Canada		163
Q8409	Alessandro Magno	Storia	2004-11-17	6405	1028	1351	173648	162161	269	261	31	31	0	0	5393	3.105708099	5389	2	3	3	1	41892	41892	3809914	0	Alexander the Great	Alexander the Great		119
Q1462	Sardegna	Geografia	2003-05-19	6953	1120	1504	237977	235478	277	272	75	73	0	0	4162	1.748908508	4131	0	0	0	0	41531	41525	4245969	0	Sardinia	Sardegna		101
Q1210	Lombardia	Geografia	2003-02-23	7038	1007	1587	191642	191353	258	256	100	101	0	0	2178	1.136494088	2163	0	0	0	0	82634	81750	4400994	0	Lombardy	Lombardia	Autore:Regione Lombardia	88
Q55	Paesi Bassi	Geografia	2003-01-22	7070	1275	1365	81725	80274	40	37	19	17	0	0	5435	6.65035179	5268	0	0	0	0	46618	45848	3945050	0	Netherlands	Nederland		155
Q172579	Regno d'Italia (1861-1946)	Storia	2006-05-18	5858	1226	1171	104209	106191	32	34	34	35	0	0	8216	7.884155879	8608	0	0	0	0	192961	186495	3441196	0	Kingdom of Italy (1861-1946)		Autore:Regno d'Italia	70
Q1001	Mahatma Gandhi	Storia	2004-03-18	6649	881	1332	122180	125395	93	94	16	16	0	0	1753	1.434768375	1796	1	2	0	1	50287	49440	3711446	0	Mohandas K. Gandhi	Mohandas K. Gandhi		123
Q219060	Stato di Palestina	Geografia	2008-11-24	4937	577	677	145894	145840	181	182	29	29	0	0	5194	3.56011899	4696	0	0	4	0	34264	33678	1933471	0	The Palestinian territories			67
Q130221	Federico II di Svevia	Storia	2003-07-15	6896	1190	1262	147535	146957	109	108	40	40	0	0	2772	1.878876199	2742	0	0	1	0	65835	65835	3650177	0	Frederick II, Holy Roman Emperor	Frederick II, Holy Roman Emperor	Autore:Federico II	62
Q3204179	L'infinito	Letteratura italiana	2007-02-18	5582	1033	938	17169	16545	10	9	3	3	0	0	2835	16.51231871	2778	0	0	0	0	9122	9122	2777203	0				7
Q6223	Fascismo	Storia	2004-02-28	6668	1100	1340	139481	143208	126	130	11	11	0	0	8449	6.057455854	8500	0	0	4	0	83146	74142	3819798	0	Fascism			99
Q989	Papa Giovanni Paolo II	Storia	2003-02-18	7043	1871	1363	180885	180807	140	142	65	66	0	0	4648	2.569588413	4592	0	0	2	0	220671	214773	4154806	0	Ioannes Paulus II	Ioannes Paulus II	Autore:Papa Giovanni Paolo II	95
Q3044	Carlo Magno	Storia	2003-07-13	6898	1011	1307	171971	170926	170	161	43	43	0	0	1831	1.0647144	2063	0	0	0	0	38035	27287	3692910	0	Carolus Magnus	Carolus Magnus	Autore:Carlo Magno	100
Q2277	Impero romano	Storia	2003-11-16	6772	1029	1203	107780	107765	61	61	20	20	0	0	8758	8.125811839	7909	2	2	0	1	75510	75346	3440511	0	Roman Empire	Atlas of Ancient Rome		116
Q5592	Michelangelo Buonarroti	Storia dell'arte	2004-05-25	6581	858	1213	167849	168975	115	119	57	58	0	0	1152	0.6863311667	1333	0	0	1	0	18958	17446	3395806	1	Michelangelo Buonarroti	Michelangelo	Autore:Michelangelo Buonarroti	124
Q6186	Comunismo	Storia	2004-06-08	6567	970	1029	88393	82188	40	37	9	9	0	0	1756	1.986582648	1544	2	2	2	0	17019	15356	2986070	0	Communism			112
Q43	Turchia	Geografia	2004-03-19	6648	1242	1221	105466	98796	107	80	51	43	0	0	5283	5.009197277	5252	0	0	1	0	42600	49930	3567908	0	Turkey	Türkiye		169
Q155	Brasile	Geografia	2006-11-23	5669	1240	1235	207566	204305	216	211	99	100	0	0	5688	2.740333195	5595	2	2	0	1	23109	23109	3601836	0	Brazil	Brasil		159
Q5582	Vincent van Gogh	Storia dell'arte	2005-05-07	6234	1166	1567	128836	128665	114	114	42	42	0	0	2152	1.670340588	2173	0	0	0	0	31281	31281	4419427	1	Vincent van Gogh	Vincent van Gogh		123
Q31	Belgio	Geografia	2002-12-15	7108	913	1122	101607	98279	18	18	39	38	0	0	3772	3.712342654	3855	1	1	4	1	14224	14224	3190566	0	Belgium	België / Belgique / Belgien		154
Q233	Malta	Geografia	2003-04-01	7001	1572	1720	78751	75678	93	90	29	29	0	0	3934	4.995492121	3762	1	1	3	0	21864	20318	4963584	0	Malta	Malta		147
Q42876	Bandiera d'Italia	Diritto e Economia	2004-01-11	6716	622	969	170965	170343	315	314	103	109	0	0	4372	2.55724856	4532	0	0	0	0	79466	79466	2691083	0	National flag of Italy		La bandiera tricolore	69
Q150642	Vittorio Emanuele III di Savoia	Storia	2004-01-03	6724	1089	872	127917	126733	80	80	102	97	0	0	1725	1.348530688	1654	0	0	2	2	13110	12859	2631048	0	Victor Emmanuel III of Italy	Victor Emmanuel III of Italy	Autore:Vittorio Emanuele III di Savoia	58
Q692	William Shakespeare	Storia	2004-03-18	6649	847	1287	128610	127570	227	226	27	28	0	0	3247	2.524687038	3237	0	0	0	0	45347	43950	3578488	1	William Shakespeare	William Shakespeare	Autore:William Shakespeare	126
Q1403	Luigi Pirandello	Letteratura italiana	2008-04-08	5167	1430	1404	102247	101621	78	78	18	18	0	0	465	0.4547810694	469	0	1	0	1	13938	11910	4121301	0	Luigi Pirandello	Luigi Pirandello	Autore:Luigi Pirandello	77
Q6534	Rivoluzione francese	Storia	2006-11-28	5664	826	1310	168118	163627	200	197	44	37	0	0	2017	1.199752555	1870	0	0	0	1	15148	12424	3630547	0	French Revolution			107
Q99309	Pantheon (Roma)	Storia dell'arte	2004-02-19	6677	1193	1162	81266	80401	106	104	23	23	0	0	4056	4.991017154	3885	0	0	0	0	19033	19033	3395940	0	Pantheon (Rome)	Pantheon		61
Q1064	Alessandro Manzoni	Letteratura italiana	2003-05-03	6969	1080	1458	157435	156792	283	283	40	41	0	0	2705	1.718169403	2748	0	0	0	0	62204	61912	4098090	0	Alessandro Manzoni	Alessandro Manzoni	Autore:Alessandro Manzoni	56
Q9215	Sigmund Freud	Filosofia	2004-03-29	6638	684	1224	144073	143688	92	91	19	20	0	0	3866	2.683361907	3867	0	0	0	0	26037	26037	3367837	0	Sigmund Freud	Sigmund Freud	Autore:Sigmund Freud	116
Q34	Svezia	Geografia	2003-10-03	6816	931	1186	95915	94650	61	61	46	46	0	0	5708	5.951102539	5724	1	0	0	0	17506	17506	3362117	0	Sweden	Sverige		156
Q633872	Senato della Repubblica	Diritto e Economia	2005-07-10	6170	756	819	40372	35064	45	35	4	4	0	0	5079	12.58050134	5452	1	2	0	0	16825	15899	2361620	0	Senate of the Republic (Italy)			35
Q27	Irlanda	Geografia	2003-01-28	7064	991	1139	91232	88558	63	62	31	31	0	0	4384	4.805331463	4500	1	1	1	1	18601	14103	3263862	0	Republic of Ireland	Republic of Ireland / Poblacht na hÉireann		147
Q11188	Popolazione mondiale	Biologia	2008-09-23	4999	631	1060	64866	64050	52	52	8	8	0	0	813	1.253353066	891	0	0	8	0	17908	16562	2923482	0	World population statistics			66
Q7322	Cristoforo Colombo	Storia	2004-03-16	6651	921	1289	137607	126300	198	194	30	28	0	0	4554	3.309424666	1992	0	0	1	0	107006	107006	3611971	1	Christopher Columbus	Christopher Columbus	Autore:Cristoforo Colombo	120
Q544	Sistema solare	Scienze della Terra	2007-09-13	5375	721	1214	81766	80311	97	96	30	30	0	0	2630	3.216495854	2558	0	0	0	0	59540	59540	3347126	0	Solar System	Solar System		133
Q1243	Veneto	Geografia	2003-02-25	7036	789	1145	186741	184907	85	81	176	174	0	0	2152	1.152398241	2278	2	2	2	0	39323	20039	3201390	0	Veneto	Veneto	Autore:Regione Veneto	84
Q8669	Conflitto arabo-israeliano	Storia	2005-11-11	6046	302	508	112316	111650	92	92	33	35	0	0	4327	3.852523238	4955	0	0	0	0	51885	51885	1400398	0	Arab-Israeli conflict			78
Q9696	John Fitzgerald Kennedy	Storia	2004-11-09	6413	887	1311	67644	65912	49	49	47	41	0	0	2601	3.845130389	1845	0	0	0	0	135871	135871	3659996	0	John F. Kennedy	John F. Kennedy		116
Q461886	Partito Comunista Italiano	Storia	2003-06-14	6927	985	795	159996	159008	105	104	38	38	0	0	4698	2.936323408	4581	4	2	0	0	80945	173083	2391498	0	Partito Comunista Italiano			36
Q35	Danimarca	Geografia	2002-12-15	7108	867	1021	69892	69511	34	32	17	17	0	0	4063	5.813254736	3959	2	2	2	0	12019	12019	2923577	0	Denmark	Danmark		156
Q5086	Muro di Berlino	Storia	2004-02-14	6682	947	1606	46607	45879	27	27	13	11	0	0	2708	5.810286009	2666	0	0	0	0	38754	38754	4427511	0	Berlin Wall	Berlin Wall		97
Q187149	Umberto II di Savoia	Storia	2004-10-16	6437	887	735	150844	148783	175	174	78	70	0	0	599	0.3970989897	577	0	0	1	1	144621	144621	2205386	0	Umberto II of Italy		Autore:Umberto II di Savoia	53
Q189	Islanda	Geografia	2002-12-10	7113	908	1416	128453	127909	123	125	35	34	0	0	1711	1.332004702	1711	1	1	1	0	45754	44854	3935553	0	Iceland	Ísland		155
Q796897	Presidente del Consiglio dei ministri della Repubblica Italiana	Diritto e Economia	2004-04-16	6620	1045	1118	20636	18678	22	19	9	8	0	0	2160	10.4671448	1888	0	0	0	0	4340	3538	3221261	0	Prime ministers of the Italian Republic			45
Q20	Norvegia	Geografia	2004-03-19	6648	967	1162	57744	54814	25	23	36	33	0	0	5291	9.162856747	5212	0	0	0	0	11494	10716	3316355	0	Norway	Norge		165
Q218	Romania	Geografia	2003-11-23	6765	893	1163	109499	108549	62	60	57	57	0	0	1896	1.731522662	1838	0	0	1	0	29732	29732	3289390	0	Romania	România		149
Q311802	Giuseppe Ungaretti	Letteratura italiana	2006-12-03	5659	709	1079	44317	44168	33	33	7	7	0	0	997	2.249701018	997	0	0	0	0	27382	27382	3041190	0	Giuseppe Ungaretti		Autore:Giuseppe Ungaretti	37
Q4692	Rinascimento	Storia	2006-12-14	5648	698	1094	57618	57554	31	31	23	23	0	0	1633	2.834183762	1635	0	0	0	0	48753	48753	3034089	0	Renaissance	Renaissance		103
Q3975713	Strage di Capaci	Storia	2006-01-05	5991	1070	878	69514	63860	96	88	9	9	0	0	958	1.378139655	943	0	0	0	0	5773	5773	2641316	0				7
Q423	Corea del Nord	Geografia	2004-08-22	6492	859	1302	128544	128161	218	218	24	24	0	0	6688	5.202887727	7056	2	2	0	1	52165	51186	3623317	0	North Korea	조선민주주의인민공화국		142
Q855	Iosif Stalin	Storia	2003-07-11	6900	892	1075	191779	189659	210	207	52	51	0	0	8991	4.688208824	8319	2	2	2	0	132381	128700	3067256	0	Joseph Stalin	Joseph Vissarionovich Stalin		119
Q28491	I promessi sposi	Letteratura italiana	2006-11-30	5662	765	1129	132115	130338	180	178	35	34	0	0	2121	1.605419521	2118	0	0	0	0	42803	42803	3149648	1	I promessi sposi	I promessi sposi	Opera:I promessi sposi	25
Q177854	Lorenzo de' Medici	Letteratura italiana	2006-12-01	5661	694	1742	125890	125140	191	190	39	38	0	0	3099	2.461672889	3250	0	0	0	0	29094	29094	4671050	0	Lorenzo de' Medici	Lorenzo il Magnifico	Autore:Lorenzo de' Medici	60
Q42005	Peste nera	Storia	2005-05-24	6217	403	1201	85211	84466	147	147	20	20	0	0	2646	3.105232892	2429	0	0	0	0	6799	6353	3192646	0	Black Death			85
Q237	Città del Vaticano	Geografia	2004-04-10	6626	1012	967	105436	105497	107	100	28	28	0	0	5437	5.156682727	5866	1	1	0	0	127822	122648	2832982	0	Vatican City	Vaticano		147
Q1401	Francesco Petrarca	Letteratura italiana	2002-11-22	7131	708	982	141613	141649	195	195	32	32	0	0	1275	0.9003410704	1251	0	0	0	0	37466	37466	2752829	0	Francesco Petrarca	Francesco Petrarca	Autore:Francesco Petrarca	79
Q212	Ucraina	Geografia	2004-07-09	6536	2081	1802	93827	90094	57	59	47	48	0	0	5455	5.813891524	4679	0	1	0	0	45271	41707	5370314	0	Ukraine	Україна		157
Q1263	Emilia-Romagna	Geografia	2003-02-26	7035	955	1118	100067	98972	65	62	76	77	0	0	3356	3.353752985	3641	0	0	0	0	62370	58747	3193450	0	Emilia-Romagna	Emilia-Romagna		85
Q258	Sudafrica	Geografia	2007-12-18	5279	817	1025	108632	101536	61	46	39	38	0	0	4752	4.37440165	4965	1	1	0	0	17797	17602	2916225	0	South Africa	South Africa (RSA)		160
Q222	Albania	Geografia	2003-07-08	6903	1073	1123	131042	130400	101	98	48	49	0	0	6775	5.170098136	6846	0	0	9	0	22806	22806	3257993	0	Albania	Shqipëria		156
Q11750	Stati del mondo	Geografia	2003-09-22	6827	776	860	30875	31573	7	7	1	2	0	0	539	1.745748988	539	0	0	0	0	45647	44280	2482626	0				134
Q2269	Rivoluzione industriale	Storia	2006-12-06	5656	684	1016	38751	38565	11	11	13	13	0	0	2289	5.906944337	2263	1	1	0	0	27085	27085	2843625	0	Industrial revolution	Industrial revolution		98
Q83174	Eugenio Montale	Letteratura italiana	2003-10-08	6811	626	806	65056	64408	42	42	10	10	0	0	1209	1.858398918	1125	1	1	0	0	26263	25771	2299048	0	Eugenio Montale		Autore:Eugenio Montale	68
Q1250	Friuli-Venezia Giulia	Geografia	2003-02-27	7034	792	999	127079	119934	64	59	86	117	0	0	3206	2.522840123	5839	2	2	1	0	180247	173258	2831243	0	Friuli-Venezia Giulia	Friuli-Venezia Giulia	Autore:Regione Friuli-Venezia Giulia	81
Q42207	Caravaggio	Storia dell'arte	2006-11-26	5666	1326	1131	90876	90386	104	104	26	26	0	0	1476	1.624191206	1477	0	0	0	0	109474	109202	3361923	0	Michelangelo Merisi da Caravaggio	Michelangelo Merisi da Caravaggio		80
Q1438	Campania	Geografia	2003-02-24	7037	716	1013	239052	235258	143	138	215	215	0	0	4750	1.987015377	4505	0	0	1	0	75723	75023	2836673	0	Campania	Campania		84
Q1237	Trentino-Alto Adige	Geografia	2003-10-07	6812	789	1021	116774	116803	69	70	71	71	0	0	5177	4.43334989	5378	0	0	0	0	135611	135611	2884467	0	Trentino-South Tyrol	Trentino-Alto Adige/Südtirol		84
Q1447	Puglia	Geografia	2003-02-23	7038	806	1042	185120	182366	111	107	138	137	0	0	2076	1.121434745	2301	0	0	3	0	96963	77690	2950837	0	Apulia	Puglia		87
Q1273	Toscana	Geografia	2003-02-26	7035	788	1057	158300	157483	44	43	99	97	0	0	4083	2.579279848	4235	0	0	0	0	39965	39931	2977862	0	Tuscany			89
Q1458	Calabria	Geografia	2003-02-26	7035	789	1010	157982	144282	134	114	131	130	0	0	3693	2.337608082	5973	0	0	0	1	55587	54624	2861836	0	Calabria	Calabria	Autore:Regione Calabria	92
Q36	Polonia	Geografia	2003-02-16	7045	995	1021	100000	98622	38	37	93	93	0	0	4298	4.298	4258	0	0	0	1	73145	73111	2965158	0	Poland	Polska		164
Q664	Nuova Zelanda	Geografia	2006-11-23	5669	709	996	65607	64374	38	37	15	15	0	0	4335	6.607526636	4360	1	1	0	0	23778	22941	2792579	0	New Zealand	New Zealand / Aotearoa		151
Q41	Grecia	Geografia	2006-11-26	5666	915	1092	183941	183394	187	188	61	61	0	0	5269	2.864505466	5308	1	1	5	0	85020	85020	3118712	0	Greece	Ελλάδα		156
Q5593	Pablo Picasso	Storia dell'arte	2006-11-21	5671	797	1319	54916	54801	47	47	18	18	0	0	641	1.167237235	641	0	0	0	0	31437	31437	3654660	0	Pablo Picasso	Pablo Picasso		119
Q8676	Guerra civile americana	Storia	2006-03-18	5919	264	931	107784	107663	79	79	18	20	0	0	5984	5.55184443	4858	0	0	6	0	120368	120368	148058	0	American Civil War	American Civil War		145
Q841424	Camera dei deputati (Italia)	Diritto e Economia	2005-07-06	6174	971	349	48474	43216	21	21	5	6	0	0	3678	7.587572719	4722	0	0	0	0	14827	11803	1259824	0	Chamber of Deputies (Italy)		Autore:Camera dei deputati	31
Q9358	Friedrich Nietzsche	Filosofia	2004-01-01	6726	710	996	233357	166552	164	106	32	28	0	0	4573	1.959658378	4215	0	0	0	0	78223	76121	2802270	0	Friedrich Nietzsche	Friedrich Wilhelm Nietzsche	Autore:Friedrich Nietzsche	106
Q83003	Antonio Gramsci	Letteratura italiana	2004-07-03	6542	768	871	116748	106585	198	190	29	29	0	0	1252	1.072395244	885	0	0	0	0	35832	35799	2498565	0	Antonio Gramsci	Antonio Gramsci	Autore:Antonio Gramsci	72
Q15978631	Homo sapiens	Storia	2005-01-22	6339	737	845	112263	111729	91	91	26	27	0	0	3566	3.17646954	3399	0	0	2	0	71264	69586	2423306	0	Homo sapiens	Homo sapiens		43
Q40	Austria	Geografia	2003-07-02	6909	793	960	61147	59400	30	30	11	11	0	0	3873	6.333916627	3873	0	0	3	1	12874	12874	2735883	0	Austria	Österreich		154
Q375998	Giovanni Pascoli	Letteratura italiana	2004-03-16	6651	674	1001	81016	79677	49	48	12	12	0	0	2867	3.538807149	2584	0	0	1	0	46692	46692	2817571	0	Giovanni Pascoli		Autore:Giovanni Pascoli	26
Q235	Principato di Monaco	Geografia	2004-02-24	6672	933	946	81741	81651	27	27	40	39	0	0	6716	8.216195055	6712	1	1	0	0	35485	33758	2755922	0	Monaco	Monaco		145
